Formulation	DrugName	SubCat	SubCat1
Tablet	Amoxicillin	Antihistamine	PPI
Ointment	Metformin	Antipyretic	Salicylate
Injection	Ibuprofen	Antipyretic	Salicylate
Syrup	Metformin	Antibiotic	PPI
Ointment	Ibuprofen	Antipyretic	Penicillin
Syrup	Cetrizine	Antipyretic	NSAID
Syrup	Ibuprofen	Antacid	PPI
Capsule	Metformin	Antihistamine	NSAID
Injection	Metformin	Antibiotic	Salicylate
Ointment	Aspirin	Painkiller	PPI
Tablet	Metformin	Antipyretic	PPI
Tablet	Paracetamol	Antacid	PPI
Injection	Paracetamol	Antibiotic	PPI
Ointment	Paracetamol	Antipyretic	H1 Blocker
Ointment	Ibuprofen	Antihistamine	Salicylate
Ointment	Metformin	Antacid	NSAID
Capsule	Amoxicillin	Antipyretic	Salicylate
Ointment	Ibuprofen	Antacid	Penicillin
Tablet	Ibuprofen	Painkiller	Penicillin
Syrup	Aspirin	Antipyretic	PPI
Capsule	Cetrizine	Antipyretic	PPI
Tablet	Cetrizine	Antacid	H1 Blocker
Ointment	Metformin	Antihistamine	Penicillin
Syrup	Metformin	Antibiotic	Penicillin
Ointment	Omeprazole	Antihistamine	PPI
Ointment	Amoxicillin	Antihistamine	PPI
Capsule	Metformin	Antihistamine	Salicylate
Syrup	Cetrizine	Painkiller	Penicillin
Injection	Metformin	Antihistamine	Penicillin
Injection	Metformin	Antihistamine	NSAID
Injection	Paracetamol	Antihistamine	H1 Blocker
Capsule	Metformin	Antacid	NSAID
Syrup	Aspirin	Antipyretic	H1 Blocker
Capsule	Omeprazole	Antipyretic	H1 Blocker
Injection	Omeprazole	Antibiotic	Salicylate
Capsule	Paracetamol	Antibiotic	H1 Blocker
Capsule	Cetrizine	Antihistamine	Salicylate
Capsule	Amoxicillin	Painkiller	Salicylate
Capsule	Cetrizine	Antihistamine	Penicillin
Tablet	Ibuprofen	Antihistamine	Penicillin
Syrup	Paracetamol	Painkiller	H1 Blocker
Capsule	Cetrizine	Antihistamine	Salicylate
Injection	Paracetamol	Painkiller	Salicylate
Tablet	Aspirin	Antipyretic	Salicylate
Ointment	Omeprazole	Antihistamine	Penicillin
Syrup	Aspirin	Antacid	Salicylate
Syrup	Aspirin	Antihistamine	Salicylate
Ointment	Paracetamol	Antipyretic	NSAID
Injection	Cetrizine	Antacid	Salicylate
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Injection	Omeprazole	Antibiotic	Salicylate
Ointment	Ibuprofen	Antipyretic	NSAID
Capsule	Aspirin	Antipyretic	NSAID
Syrup	Cetrizine	Painkiller	NSAID
Tablet	Metformin	Painkiller	H1 Blocker
Syrup	Aspirin	Antibiotic	Salicylate
Syrup	Metformin	Antacid	PPI
Syrup	Metformin	Antipyretic	H1 Blocker
Ointment	Metformin	Antihistamine	NSAID
Ointment	Amoxicillin	Antihistamine	Penicillin
Ointment	Cetrizine	Painkiller	PPI
Tablet	Omeprazole	Antihistamine	H1 Blocker
Syrup	Metformin	Antacid	NSAID
Ointment	Paracetamol	Antihistamine	Salicylate
Tablet	Aspirin	Antacid	NSAID
Injection	Cetrizine	Antipyretic	PPI
Syrup	Ibuprofen	Painkiller	PPI
Tablet	Metformin	Antibiotic	PPI
Capsule	Ibuprofen	Antibiotic	Salicylate
Injection	Paracetamol	Painkiller	Salicylate
Tablet	Metformin	Antibiotic	NSAID
Capsule	Paracetamol	Antibiotic	NSAID
Capsule	Cetrizine	Painkiller	PPI
Syrup	Amoxicillin	Antihistamine	NSAID
Ointment	Omeprazole	Antipyretic	H1 Blocker
Capsule	Amoxicillin	Antibiotic	H1 Blocker
Injection	Metformin	Antihistamine	NSAID
Capsule	Aspirin	Antihistamine	NSAID
Ointment	Amoxicillin	Antacid	PPI
Syrup	Aspirin	Antibiotic	H1 Blocker
Injection	Paracetamol	Painkiller	NSAID
Ointment	Ibuprofen	Antipyretic	Penicillin
Capsule	Amoxicillin	Antihistamine	NSAID
Injection	Paracetamol	Antibiotic	H1 Blocker
Injection	Aspirin	Painkiller	NSAID
Capsule	Metformin	Antipyretic	H1 Blocker
Injection	Paracetamol	Painkiller	Salicylate
Tablet	Aspirin	Antihistamine	H1 Blocker
Syrup	Cetrizine	Antacid	PPI
Injection	Metformin	Painkiller	NSAID
Tablet	Aspirin	Antipyretic	Penicillin
Capsule	Aspirin	Painkiller	PPI
Tablet	Aspirin	Antipyretic	Penicillin
Tablet	Amoxicillin	Antibiotic	H1 Blocker
Syrup	Paracetamol	Antacid	Salicylate
Syrup	Cetrizine	Antacid	NSAID
Tablet	Metformin	Antibiotic	H1 Blocker
Capsule	Paracetamol	Antipyretic	PPI
Capsule	Paracetamol	Antihistamine	NSAID
Syrup	Cetrizine	Antacid	Penicillin
Syrup	Cetrizine	Antipyretic	Penicillin
Syrup	Metformin	Antacid	Salicylate
Syrup	Aspirin	Painkiller	Salicylate
Capsule	Paracetamol	Antacid	H1 Blocker
Injection	Amoxicillin	Antibiotic	PPI
Injection	Paracetamol	Antipyretic	PPI
Ointment	Ibuprofen	Antibiotic	Penicillin
Syrup	Cetrizine	Antihistamine	PPI
Injection	Omeprazole	Antipyretic	Penicillin
Injection	Omeprazole	Antipyretic	H1 Blocker
Injection	Amoxicillin	Antacid	PPI
Tablet	Cetrizine	Antipyretic	H1 Blocker
Syrup	Metformin	Antipyretic	H1 Blocker
Tablet	Metformin	Painkiller	PPI
Injection	Metformin	Antacid	PPI
Tablet	Paracetamol	Antihistamine	NSAID
Tablet	Aspirin	Antipyretic	H1 Blocker
Injection	Amoxicillin	Painkiller	H1 Blocker
Tablet	Cetrizine	Antacid	PPI
Syrup	Paracetamol	Painkiller	Penicillin
Capsule	Metformin	Painkiller	NSAID
Tablet	Metformin	Antacid	PPI
Injection	Amoxicillin	Painkiller	H1 Blocker
Injection	Ibuprofen	Painkiller	PPI
Injection	Cetrizine	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antibiotic	NSAID
Tablet	Metformin	Antihistamine	NSAID
Injection	Ibuprofen	Antipyretic	NSAID
Injection	Paracetamol	Antihistamine	H1 Blocker
Tablet	Amoxicillin	Antacid	PPI
Capsule	Metformin	Antipyretic	Salicylate
Ointment	Omeprazole	Antacid	Salicylate
Injection	Ibuprofen	Antipyretic	NSAID
Capsule	Ibuprofen	Antacid	H1 Blocker
Capsule	Ibuprofen	Painkiller	NSAID
Capsule	Metformin	Antihistamine	Penicillin
Tablet	Paracetamol	Antipyretic	NSAID
Ointment	Ibuprofen	Antacid	Penicillin
Syrup	Paracetamol	Antihistamine	PPI
Ointment	Metformin	Antibiotic	Penicillin
Syrup	Cetrizine	Painkiller	H1 Blocker
Tablet	Ibuprofen	Antipyretic	PPI
Syrup	Aspirin	Antacid	H1 Blocker
Tablet	Ibuprofen	Antacid	NSAID
Capsule	Amoxicillin	Antacid	NSAID
Tablet	Ibuprofen	Antihistamine	Penicillin
Tablet	Aspirin	Antibiotic	Penicillin
Ointment	Ibuprofen	Antibiotic	NSAID
Injection	Paracetamol	Painkiller	NSAID
Ointment	Ibuprofen	Antacid	H1 Blocker
Injection	Ibuprofen	Antibiotic	PPI
Tablet	Amoxicillin	Painkiller	Penicillin
Syrup	Metformin	Antipyretic	Salicylate
Capsule	Aspirin	Antipyretic	PPI
Ointment	Ibuprofen	Painkiller	NSAID
Syrup	Paracetamol	Antihistamine	PPI
Capsule	Paracetamol	Antibiotic	Salicylate
Injection	Aspirin	Antacid	PPI
Ointment	Aspirin	Antihistamine	NSAID
Capsule	Ibuprofen	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Painkiller	H1 Blocker
Injection	Ibuprofen	Antipyretic	PPI
Ointment	Ibuprofen	Antipyretic	H1 Blocker
Injection	Paracetamol	Painkiller	Penicillin
Syrup	Cetrizine	Antihistamine	PPI
Ointment	Metformin	Antihistamine	NSAID
Ointment	Ibuprofen	Antihistamine	NSAID
Injection	Amoxicillin	Antihistamine	Penicillin
Capsule	Cetrizine	Antacid	PPI
Ointment	Cetrizine	Antipyretic	H1 Blocker
Ointment	Amoxicillin	Antacid	H1 Blocker
Capsule	Cetrizine	Painkiller	NSAID
Syrup	Cetrizine	Antihistamine	Penicillin
Capsule	Amoxicillin	Antacid	PPI
Syrup	Metformin	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antihistamine	PPI
Capsule	Aspirin	Antihistamine	PPI
Ointment	Ibuprofen	Antibiotic	PPI
Injection	Metformin	Antacid	NSAID
Syrup	Aspirin	Antihistamine	Salicylate
Syrup	Cetrizine	Antibiotic	NSAID
Syrup	Ibuprofen	Antipyretic	Salicylate
Ointment	Metformin	Antibiotic	NSAID
Capsule	Omeprazole	Antipyretic	NSAID
Capsule	Omeprazole	Antibiotic	Salicylate
Ointment	Paracetamol	Antipyretic	PPI
Injection	Aspirin	Antibiotic	PPI
Syrup	Ibuprofen	Antibiotic	PPI
Syrup	Metformin	Antipyretic	PPI
Ointment	Paracetamol	Painkiller	NSAID
Tablet	Metformin	Antipyretic	Salicylate
Capsule	Paracetamol	Antihistamine	H1 Blocker
Injection	Cetrizine	Antacid	PPI
Capsule	Metformin	Painkiller	H1 Blocker
Tablet	Aspirin	Painkiller	H1 Blocker
Syrup	Metformin	Antibiotic	PPI
Capsule	Omeprazole	Antipyretic	PPI
Ointment	Amoxicillin	Antacid	Salicylate
Capsule	Metformin	Antacid	H1 Blocker
Tablet	Metformin	Antacid	H1 Blocker
Ointment	Ibuprofen	Antipyretic	Salicylate
Ointment	Paracetamol	Antibiotic	Salicylate
Capsule	Metformin	Painkiller	NSAID
Ointment	Metformin	Antipyretic	Salicylate
Ointment	Paracetamol	Antipyretic	H1 Blocker
Injection	Metformin	Painkiller	NSAID
Tablet	Cetrizine	Antipyretic	Penicillin
Ointment	Cetrizine	Antacid	PPI
Tablet	Paracetamol	Painkiller	PPI
Capsule	Paracetamol	Antacid	Salicylate
Capsule	Aspirin	Antipyretic	NSAID
Injection	Amoxicillin	Antacid	NSAID
Capsule	Aspirin	Antacid	NSAID
Tablet	Metformin	Antipyretic	NSAID
Syrup	Cetrizine	Antibiotic	NSAID
Ointment	Ibuprofen	Antibiotic	NSAID
Capsule	Amoxicillin	Antihistamine	Penicillin
Syrup	Ibuprofen	Antacid	H1 Blocker
Tablet	Aspirin	Painkiller	H1 Blocker
Ointment	Aspirin	Antacid	NSAID
Injection	Amoxicillin	Painkiller	H1 Blocker
Syrup	Ibuprofen	Antibiotic	PPI
Syrup	Ibuprofen	Painkiller	PPI
Syrup	Omeprazole	Antihistamine	PPI
Capsule	Omeprazole	Antacid	NSAID
Ointment	Aspirin	Painkiller	PPI
Ointment	Ibuprofen	Antacid	NSAID
Syrup	Ibuprofen	Antihistamine	Penicillin
Tablet	Aspirin	Antibiotic	Penicillin
Tablet	Paracetamol	Antihistamine	H1 Blocker
Ointment	Amoxicillin	Antipyretic	NSAID
Syrup	Amoxicillin	Antihistamine	Salicylate
Ointment	Ibuprofen	Painkiller	H1 Blocker
Injection	Omeprazole	Antihistamine	Salicylate
Ointment	Paracetamol	Antipyretic	PPI
Syrup	Amoxicillin	Antibiotic	PPI
Ointment	Ibuprofen	Antacid	H1 Blocker
Syrup	Cetrizine	Antipyretic	NSAID
Syrup	Omeprazole	Painkiller	Salicylate
Tablet	Paracetamol	Antacid	Salicylate
Ointment	Paracetamol	Antacid	H1 Blocker
Tablet	Omeprazole	Antacid	H1 Blocker
Injection	Omeprazole	Antipyretic	PPI
Tablet	Omeprazole	Antipyretic	Penicillin
Tablet	Amoxicillin	Antipyretic	PPI
Ointment	Cetrizine	Antihistamine	H1 Blocker
Syrup	Omeprazole	Antibiotic	Salicylate
Syrup	Metformin	Painkiller	Penicillin
Tablet	Aspirin	Antacid	PPI
Capsule	Cetrizine	Antibiotic	Penicillin
Injection	Paracetamol	Painkiller	H1 Blocker
Syrup	Paracetamol	Antihistamine	H1 Blocker
Capsule	Cetrizine	Antacid	Salicylate
Capsule	Ibuprofen	Antibiotic	PPI
Tablet	Cetrizine	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Antibiotic	Penicillin
Injection	Ibuprofen	Antipyretic	H1 Blocker
Injection	Metformin	Antipyretic	Penicillin
Injection	Amoxicillin	Antihistamine	NSAID
Syrup	Metformin	Antipyretic	PPI
Injection	Cetrizine	Painkiller	H1 Blocker
Syrup	Amoxicillin	Painkiller	Penicillin
Tablet	Omeprazole	Antipyretic	Salicylate
Syrup	Metformin	Antihistamine	NSAID
Capsule	Aspirin	Antihistamine	Salicylate
Tablet	Omeprazole	Antihistamine	H1 Blocker
Capsule	Metformin	Painkiller	H1 Blocker
Injection	Aspirin	Antacid	PPI
Injection	Aspirin	Antibiotic	H1 Blocker
Injection	Ibuprofen	Antibiotic	PPI
Tablet	Paracetamol	Painkiller	PPI
Capsule	Ibuprofen	Antipyretic	Salicylate
Ointment	Cetrizine	Antibiotic	Salicylate
Tablet	Aspirin	Painkiller	H1 Blocker
Syrup	Cetrizine	Antibiotic	PPI
Tablet	Omeprazole	Antacid	NSAID
Tablet	Amoxicillin	Antihistamine	NSAID
Ointment	Omeprazole	Antibiotic	Penicillin
Syrup	Cetrizine	Antipyretic	Penicillin
Capsule	Cetrizine	Antacid	NSAID
Capsule	Aspirin	Painkiller	H1 Blocker
Syrup	Aspirin	Painkiller	PPI
Syrup	Ibuprofen	Antacid	Penicillin
Syrup	Aspirin	Antipyretic	Salicylate
Syrup	Metformin	Antihistamine	H1 Blocker
Injection	Ibuprofen	Antipyretic	Salicylate
Syrup	Aspirin	Antipyretic	H1 Blocker
Syrup	Ibuprofen	Antibiotic	Penicillin
Ointment	Omeprazole	Painkiller	NSAID
Capsule	Amoxicillin	Antacid	NSAID
Syrup	Amoxicillin	Antipyretic	H1 Blocker
Tablet	Aspirin	Painkiller	PPI
Capsule	Aspirin	Antibiotic	H1 Blocker
Ointment	Amoxicillin	Painkiller	NSAID
Tablet	Paracetamol	Antipyretic	H1 Blocker
Syrup	Amoxicillin	Antibiotic	Salicylate
Capsule	Cetrizine	Antipyretic	NSAID
Injection	Paracetamol	Antihistamine	Penicillin
Capsule	Metformin	Antacid	Salicylate
Ointment	Amoxicillin	Antipyretic	Salicylate
Capsule	Aspirin	Painkiller	Penicillin
Ointment	Amoxicillin	Antihistamine	Penicillin
Ointment	Cetrizine	Antibiotic	H1 Blocker
Injection	Ibuprofen	Antibiotic	Penicillin
Injection	Omeprazole	Antihistamine	Penicillin
Ointment	Paracetamol	Painkiller	Penicillin
Injection	Ibuprofen	Painkiller	Penicillin
Injection	Ibuprofen	Antipyretic	Salicylate
Capsule	Cetrizine	Antibiotic	Salicylate
Ointment	Paracetamol	Painkiller	PPI
Capsule	Metformin	Antacid	Salicylate
Injection	Cetrizine	Antibiotic	NSAID
Ointment	Omeprazole	Antipyretic	NSAID
Tablet	Cetrizine	Antipyretic	NSAID
Injection	Aspirin	Antihistamine	PPI
Tablet	Ibuprofen	Antipyretic	NSAID
Capsule	Cetrizine	Painkiller	H1 Blocker
Ointment	Metformin	Antihistamine	Penicillin
Ointment	Amoxicillin	Antipyretic	H1 Blocker
Injection	Cetrizine	Antibiotic	PPI
Tablet	Amoxicillin	Painkiller	Penicillin
Injection	Amoxicillin	Antihistamine	PPI
Tablet	Paracetamol	Painkiller	Salicylate
Capsule	Ibuprofen	Antihistamine	Penicillin
Injection	Aspirin	Antacid	H1 Blocker
Tablet	Aspirin	Antibiotic	NSAID
Injection	Paracetamol	Antihistamine	H1 Blocker
Syrup	Cetrizine	Antacid	Salicylate
Capsule	Omeprazole	Antihistamine	H1 Blocker
Capsule	Amoxicillin	Antipyretic	NSAID
Ointment	Cetrizine	Antihistamine	NSAID
Injection	Amoxicillin	Antacid	Salicylate
Ointment	Omeprazole	Antihistamine	Penicillin
Syrup	Omeprazole	Antipyretic	Penicillin
Tablet	Ibuprofen	Antipyretic	PPI
Injection	Cetrizine	Antihistamine	H1 Blocker
Ointment	Ibuprofen	Painkiller	Penicillin
Tablet	Cetrizine	Antihistamine	H1 Blocker
Capsule	Aspirin	Antihistamine	H1 Blocker
Syrup	Paracetamol	Antacid	PPI
Capsule	Ibuprofen	Antihistamine	Penicillin
Capsule	Omeprazole	Antacid	Salicylate
Injection	Aspirin	Antibiotic	PPI
Ointment	Omeprazole	Painkiller	Penicillin
Syrup	Metformin	Antihistamine	H1 Blocker
Capsule	Metformin	Antihistamine	NSAID
Injection	Amoxicillin	Antihistamine	H1 Blocker
Ointment	Aspirin	Antibiotic	Penicillin
Ointment	Amoxicillin	Painkiller	PPI
Syrup	Aspirin	Antihistamine	H1 Blocker
Injection	Cetrizine	Antihistamine	PPI
Syrup	Amoxicillin	Antihistamine	NSAID
Injection	Omeprazole	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Antacid	NSAID
Injection	Paracetamol	Antipyretic	H1 Blocker
Injection	Amoxicillin	Antibiotic	NSAID
Injection	Paracetamol	Antibiotic	Penicillin
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Ointment	Omeprazole	Antihistamine	NSAID
Capsule	Cetrizine	Antihistamine	Salicylate
Syrup	Ibuprofen	Antihistamine	NSAID
Tablet	Metformin	Antihistamine	NSAID
Capsule	Cetrizine	Antipyretic	Penicillin
Tablet	Ibuprofen	Antibiotic	NSAID
Capsule	Omeprazole	Painkiller	Penicillin
Capsule	Aspirin	Antihistamine	Penicillin
Ointment	Cetrizine	Antihistamine	NSAID
Capsule	Amoxicillin	Antibiotic	H1 Blocker
Tablet	Cetrizine	Antacid	H1 Blocker
Injection	Paracetamol	Painkiller	H1 Blocker
Ointment	Ibuprofen	Antibiotic	Penicillin
Capsule	Ibuprofen	Antibiotic	PPI
Ointment	Omeprazole	Antihistamine	NSAID
Ointment	Omeprazole	Antacid	PPI
Tablet	Paracetamol	Antipyretic	Penicillin
Tablet	Omeprazole	Antipyretic	PPI
Injection	Omeprazole	Antihistamine	Penicillin
Tablet	Metformin	Antihistamine	Salicylate
Injection	Cetrizine	Painkiller	H1 Blocker
Ointment	Cetrizine	Antihistamine	H1 Blocker
Tablet	Amoxicillin	Antihistamine	Salicylate
Capsule	Paracetamol	Antipyretic	NSAID
Capsule	Aspirin	Antihistamine	PPI
Capsule	Aspirin	Antihistamine	NSAID
Injection	Metformin	Antihistamine	H1 Blocker
Injection	Aspirin	Antihistamine	H1 Blocker
Injection	Metformin	Antacid	H1 Blocker
Injection	Metformin	Antipyretic	Salicylate
Syrup	Amoxicillin	Antihistamine	Penicillin
Injection	Aspirin	Antipyretic	Salicylate
Injection	Amoxicillin	Antihistamine	PPI
Syrup	Paracetamol	Antihistamine	NSAID
Capsule	Ibuprofen	Antibiotic	PPI
Syrup	Amoxicillin	Painkiller	H1 Blocker
Capsule	Aspirin	Antihistamine	NSAID
Capsule	Paracetamol	Antihistamine	NSAID
Tablet	Metformin	Antipyretic	PPI
Tablet	Cetrizine	Antibiotic	H1 Blocker
Injection	Ibuprofen	Painkiller	NSAID
Capsule	Amoxicillin	Painkiller	NSAID
Tablet	Omeprazole	Antacid	Penicillin
Tablet	Omeprazole	Antihistamine	PPI
Tablet	Aspirin	Antihistamine	PPI
Injection	Omeprazole	Painkiller	Penicillin
Ointment	Paracetamol	Painkiller	H1 Blocker
Capsule	Aspirin	Antacid	H1 Blocker
Tablet	Amoxicillin	Painkiller	H1 Blocker
Syrup	Amoxicillin	Antihistamine	Salicylate
Ointment	Aspirin	Antipyretic	Penicillin
Capsule	Amoxicillin	Antihistamine	NSAID
Capsule	Aspirin	Antihistamine	Penicillin
Tablet	Metformin	Antibiotic	NSAID
Ointment	Cetrizine	Antibiotic	PPI
Injection	Ibuprofen	Antipyretic	PPI
Ointment	Amoxicillin	Antihistamine	PPI
Syrup	Metformin	Antihistamine	Penicillin
Capsule	Cetrizine	Painkiller	PPI
Capsule	Ibuprofen	Antacid	NSAID
Injection	Ibuprofen	Antibiotic	Penicillin
Syrup	Metformin	Painkiller	Penicillin
Capsule	Cetrizine	Antipyretic	Penicillin
Capsule	Omeprazole	Antipyretic	Penicillin
Ointment	Cetrizine	Antibiotic	Salicylate
Capsule	Metformin	Painkiller	Salicylate
Capsule	Aspirin	Antihistamine	Penicillin
Capsule	Omeprazole	Antihistamine	PPI
Tablet	Metformin	Antipyretic	PPI
Tablet	Ibuprofen	Antacid	PPI
Syrup	Paracetamol	Antihistamine	H1 Blocker
Injection	Ibuprofen	Antibiotic	NSAID
Ointment	Cetrizine	Painkiller	Penicillin
Tablet	Omeprazole	Antihistamine	Salicylate
Syrup	Amoxicillin	Antacid	Penicillin
Injection	Paracetamol	Antipyretic	Salicylate
Injection	Amoxicillin	Painkiller	PPI
Ointment	Paracetamol	Painkiller	Salicylate
Injection	Omeprazole	Antacid	Penicillin
Tablet	Ibuprofen	Antipyretic	Penicillin
Tablet	Omeprazole	Antihistamine	Salicylate
Injection	Paracetamol	Antipyretic	Salicylate
Ointment	Amoxicillin	Antihistamine	NSAID
Ointment	Amoxicillin	Antacid	Salicylate
Syrup	Metformin	Antibiotic	H1 Blocker
Syrup	Aspirin	Painkiller	PPI
Tablet	Amoxicillin	Antibiotic	Penicillin
Injection	Paracetamol	Antacid	Penicillin
Ointment	Paracetamol	Antibiotic	H1 Blocker
Tablet	Ibuprofen	Antibiotic	PPI
Ointment	Metformin	Antacid	H1 Blocker
Tablet	Metformin	Antacid	H1 Blocker
Ointment	Amoxicillin	Antibiotic	PPI
Tablet	Aspirin	Painkiller	Penicillin
Syrup	Aspirin	Antacid	PPI
Syrup	Ibuprofen	Antihistamine	H1 Blocker
Syrup	Aspirin	Antihistamine	Penicillin
Tablet	Omeprazole	Antacid	H1 Blocker
Capsule	Metformin	Antibiotic	H1 Blocker
Capsule	Aspirin	Antihistamine	NSAID
Capsule	Aspirin	Painkiller	NSAID
Ointment	Aspirin	Antihistamine	Salicylate
Ointment	Omeprazole	Antipyretic	PPI
Capsule	Amoxicillin	Antibiotic	Penicillin
Syrup	Omeprazole	Antibiotic	Salicylate
Syrup	Ibuprofen	Painkiller	Penicillin
Injection	Aspirin	Painkiller	Penicillin
Injection	Cetrizine	Antihistamine	Penicillin
Injection	Paracetamol	Antacid	H1 Blocker
Capsule	Amoxicillin	Antipyretic	Salicylate
Capsule	Metformin	Antipyretic	PPI
Tablet	Ibuprofen	Antacid	Penicillin
Tablet	Amoxicillin	Painkiller	Penicillin
Syrup	Amoxicillin	Antipyretic	PPI
Syrup	Ibuprofen	Antipyretic	Penicillin
Ointment	Paracetamol	Antipyretic	H1 Blocker
Syrup	Paracetamol	Antihistamine	PPI
Tablet	Paracetamol	Antibiotic	PPI
Capsule	Paracetamol	Antihistamine	Salicylate
Ointment	Ibuprofen	Antibiotic	NSAID
Injection	Aspirin	Antacid	Penicillin
Ointment	Paracetamol	Antihistamine	PPI
Injection	Ibuprofen	Antacid	PPI
Capsule	Omeprazole	Antihistamine	Salicylate
Capsule	Aspirin	Antacid	PPI
Capsule	Ibuprofen	Painkiller	PPI
Capsule	Paracetamol	Antacid	PPI
Tablet	Aspirin	Antihistamine	PPI
Syrup	Omeprazole	Antipyretic	NSAID
Ointment	Aspirin	Antihistamine	PPI
Injection	Ibuprofen	Antihistamine	Penicillin
Tablet	Aspirin	Painkiller	PPI
Capsule	Amoxicillin	Antacid	Salicylate
Injection	Omeprazole	Painkiller	H1 Blocker
Injection	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Omeprazole	Antihistamine	H1 Blocker
Injection	Amoxicillin	Antipyretic	Penicillin
Syrup	Metformin	Antihistamine	H1 Blocker
Injection	Ibuprofen	Painkiller	Salicylate
Syrup	Omeprazole	Antibiotic	Salicylate
Ointment	Ibuprofen	Painkiller	NSAID
Ointment	Aspirin	Painkiller	Salicylate
Ointment	Metformin	Antipyretic	NSAID
Tablet	Metformin	Antacid	Penicillin
Injection	Amoxicillin	Painkiller	H1 Blocker
Tablet	Omeprazole	Painkiller	H1 Blocker
Tablet	Amoxicillin	Antibiotic	PPI
Ointment	Aspirin	Antipyretic	Salicylate
Injection	Aspirin	Antibiotic	PPI
Syrup	Metformin	Antihistamine	NSAID
Syrup	Omeprazole	Antacid	Salicylate
Ointment	Amoxicillin	Antihistamine	NSAID
Tablet	Metformin	Painkiller	PPI
Tablet	Aspirin	Antipyretic	Penicillin
Capsule	Ibuprofen	Antihistamine	Penicillin
Injection	Amoxicillin	Painkiller	Penicillin
Tablet	Amoxicillin	Antihistamine	Penicillin
Capsule	Cetrizine	Antacid	Salicylate
Capsule	Metformin	Antihistamine	Penicillin
Ointment	Amoxicillin	Antipyretic	H1 Blocker
Tablet	Amoxicillin	Painkiller	Penicillin
Capsule	Metformin	Painkiller	PPI
Ointment	Omeprazole	Antihistamine	PPI
Syrup	Amoxicillin	Painkiller	PPI
Capsule	Aspirin	Antihistamine	PPI
Syrup	Paracetamol	Antibiotic	PPI
Tablet	Metformin	Antacid	NSAID
Ointment	Omeprazole	Antibiotic	NSAID
Capsule	Aspirin	Antibiotic	Penicillin
Syrup	Amoxicillin	Antacid	Salicylate
Syrup	Metformin	Antipyretic	Penicillin
Capsule	Amoxicillin	Painkiller	Salicylate
Capsule	Amoxicillin	Antibiotic	NSAID
Ointment	Amoxicillin	Painkiller	Salicylate
Injection	Aspirin	Antacid	NSAID
Injection	Amoxicillin	Antacid	H1 Blocker
Tablet	Ibuprofen	Antacid	H1 Blocker
Ointment	Omeprazole	Antipyretic	Penicillin
Syrup	Ibuprofen	Antibiotic	Salicylate
Capsule	Cetrizine	Antihistamine	Penicillin
Tablet	Paracetamol	Antibiotic	H1 Blocker
Injection	Metformin	Antacid	Salicylate
Injection	Paracetamol	Painkiller	PPI
Injection	Amoxicillin	Antipyretic	Salicylate
Injection	Amoxicillin	Antacid	NSAID
Injection	Omeprazole	Antibiotic	H1 Blocker
Syrup	Omeprazole	Antihistamine	NSAID
Tablet	Amoxicillin	Antacid	PPI
Injection	Aspirin	Antihistamine	Salicylate
Syrup	Ibuprofen	Antihistamine	NSAID
Syrup	Omeprazole	Antacid	Penicillin
Ointment	Cetrizine	Antacid	Penicillin
Ointment	Omeprazole	Painkiller	Penicillin
Syrup	Paracetamol	Antacid	H1 Blocker
Syrup	Amoxicillin	Antipyretic	Salicylate
Capsule	Ibuprofen	Antibiotic	H1 Blocker
Capsule	Paracetamol	Antacid	NSAID
Injection	Aspirin	Antibiotic	H1 Blocker
Tablet	Paracetamol	Antihistamine	H1 Blocker
Ointment	Paracetamol	Antipyretic	PPI
Tablet	Amoxicillin	Antacid	H1 Blocker
Injection	Metformin	Antacid	NSAID
Injection	Ibuprofen	Antacid	PPI
Syrup	Ibuprofen	Antihistamine	Penicillin
Syrup	Omeprazole	Antipyretic	Salicylate
Injection	Omeprazole	Antibiotic	Penicillin
Ointment	Metformin	Antibiotic	NSAID
Ointment	Paracetamol	Antihistamine	PPI
Injection	Aspirin	Antipyretic	H1 Blocker
Tablet	Aspirin	Antibiotic	PPI
Ointment	Aspirin	Antihistamine	H1 Blocker
Syrup	Omeprazole	Painkiller	PPI
Syrup	Omeprazole	Antipyretic	NSAID
Syrup	Aspirin	Painkiller	H1 Blocker
Injection	Paracetamol	Antacid	NSAID
Injection	Ibuprofen	Antacid	Salicylate
Capsule	Aspirin	Antipyretic	NSAID
Ointment	Ibuprofen	Antihistamine	H1 Blocker
Injection	Metformin	Antibiotic	NSAID
Capsule	Metformin	Antacid	Penicillin
Tablet	Ibuprofen	Painkiller	NSAID
Syrup	Aspirin	Antipyretic	Salicylate
Ointment	Metformin	Painkiller	NSAID
Ointment	Metformin	Antipyretic	NSAID
Tablet	Aspirin	Antibiotic	PPI
Ointment	Metformin	Painkiller	Salicylate
Ointment	Paracetamol	Antipyretic	Salicylate
Capsule	Aspirin	Antihistamine	Penicillin
